,Vectors,Lang
146,"[[-349.27942   -230.33847   -223.08144   ...    0.           0.
     0.       ]
 [ 141.58752    147.26114    142.74881   ...    0.           0.
     0.       ]
 [ -40.73735    -59.496002   -60.250275  ...    0.           0.
     0.       ]
 ...
 [   3.861124     7.0328183    6.8825545 ...    0.           0.
     0.       ]
 [  13.964631    15.283975    14.903646  ...    0.           0.
     0.       ]
 [  32.7504      30.37914     25.581425  ...    0.           0.
     0.       ]]",Punjabi
147,"[[-331.45358   -207.20473   -179.50827   ...    0.           0.
     0.       ]
 [ 123.30951    107.01605     92.0585    ...    0.           0.
     0.       ]
 [ -25.42374    -40.44906    -54.279793  ...    0.           0.
     0.       ]
 ...
 [   3.71658     12.072347     9.5345745 ...    0.           0.
     0.       ]
 [   3.932105     5.390788     7.547869  ...    0.           0.
     0.       ]
 [  15.228398    28.687155    36.554943  ...    0.           0.
     0.       ]]",Punjabi
148,"[[-4.17266541e+02 -2.45930817e+02 -1.93488953e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.38767792e+02  1.19302551e+02  8.25573502e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-2.61977596e+01 -8.10198593e+01 -1.02003380e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.11685581e+01  1.11176758e+01  1.26379938e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.11011255e-01 -2.65201640e+00 -8.57447433e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.01286542e-01 -5.72701263e+00 -1.12198715e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Punjabi
149,"[[-589.69293   -503.2715    -484.6399    ...    0.           0.
     0.       ]
 [  49.486473    60.775673    62.679844  ...    0.           0.
     0.       ]
 [ -20.507044   -19.482872   -13.806719  ...    0.           0.
     0.       ]
 ...
 [  11.378956     7.807087     6.4438753 ...    0.           0.
     0.       ]
 [  -9.706624    -7.3952117   -0.9354317 ...    0.           0.
     0.       ]
 [  -6.7233267   -6.345872    -7.922307  ...    0.           0.
     0.       ]]",Punjabi
150,"[[-645.0498    -558.03723   -516.4565    ...    0.           0.
     0.       ]
 [  16.795013    68.79454     79.485504  ...    0.           0.
     0.       ]
 [   3.2147708   -7.0162907   -9.166398  ...    0.           0.
     0.       ]
 ...
 [   9.3156395   10.140937     5.801351  ...    0.           0.
     0.       ]
 [  -3.9576142   -2.0976741   -0.9024407 ...    0.           0.
     0.       ]
 [  -7.821253    -6.676965   -11.664881  ...    0.           0.
     0.       ]]",Punjabi
151,"[[-362.47397   -259.52545   -248.5287    ...    0.           0.
     0.       ]
 [ 145.09354    109.5321      80.84151   ...    0.           0.
     0.       ]
 [ -23.593716   -47.540733   -72.76941   ...    0.           0.
     0.       ]
 ...
 [   2.9336038    6.974159     8.500948  ...    0.           0.
     0.       ]
 [   2.514141     6.505038     9.453608  ...    0.           0.
     0.       ]
 [  20.085575    23.233425    32.712875  ...    0.           0.
     0.       ]]",Punjabi
152,"[[-317.30383   -150.17163    -87.96356   ...    0.           0.
     0.       ]
 [ 196.267      188.66719    175.14314   ...    0.           0.
     0.       ]
 [  48.922363     7.5872316  -17.159105  ...    0.           0.
     0.       ]
 ...
 [   9.972307    17.437092    22.500996  ...    0.           0.
     0.       ]
 [  15.431494    20.50301     28.231075  ...    0.           0.
     0.       ]
 [  17.768593    22.324757    30.664951  ...    0.           0.
     0.       ]]",Punjabi
153,"[[-4.9980551e+02 -4.4324554e+02 -4.3327795e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.8780457e+01  6.9549698e+01  7.0122856e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.2645327e-01 -7.5979028e+00 -1.0694897e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 6.0325603e+00  8.2426910e+00  4.0006104e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.9110384e+00  7.3503895e+00  9.8424101e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.7047914e-01 -1.4336511e+00  3.6081562e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Punjabi
154,"[[-6.14870789e+02 -3.19522980e+02 -1.82689774e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.08775749e+01  9.89871826e+01  9.69348679e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.05367355e+01 -1.68492432e+01 -3.33057251e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 3.22459549e-01 -6.85245562e+00 -3.92808723e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-6.98215008e+00 -1.69971180e+01 -1.64192486e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.17818165e+01 -3.96292853e+00 -6.05741644e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Urdu
155,"[[-552.51      -551.4186    -501.3127    ...    0.           0.
     0.       ]
 [   0.           1.5423532   52.696533  ...    0.           0.
     0.       ]
 [   0.           1.5385756   10.381523  ...    0.           0.
     0.       ]
 ...
 [   0.           1.2032824    0.6516514 ...    0.           0.
     0.       ]
 [   0.           1.1652032    2.8968372 ...    0.           0.
     0.       ]
 [   0.           1.1256546    6.41881   ...    0.           0.
     0.       ]]",Urdu
156,"[[-6.1753534e+02 -5.2373938e+02 -4.8925491e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.5432392e+01  6.7785141e+01  7.1432251e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.5783834e+00 -2.1481819e+01 -3.6754097e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.4033103e+00  2.4250543e+00 -7.2592121e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.2041082e-01 -6.9127626e+00 -7.3038111e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.2187037e+00 -1.9128518e+00 -1.0854642e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
157,"[[-320.7617    -184.5531    -162.95284   ...    0.           0.
     0.       ]
 [ 134.08556    111.350784    88.05703   ...    0.           0.
     0.       ]
 [ -45.485615   -48.772797   -37.978844  ...    0.           0.
     0.       ]
 ...
 [   7.3663263   14.013802    15.600995  ...    0.           0.
     0.       ]
 [   7.5320964   16.883595    26.376959  ...    0.           0.
     0.       ]
 [  20.074293    27.855742    32.779465  ...    0.           0.
     0.       ]]",Urdu
158,"[[-3.3893961e+02 -2.2131233e+02 -1.9605043e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6516736e+02  1.5702373e+02  1.5086243e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.3024433e+01  3.0756159e+01  1.4500038e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-3.1559119e+00 -5.9748278e+00 -1.5197557e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-8.3891087e+00 -1.2519253e+01 -1.5774182e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.3880692e+00 -3.0315182e-01 -2.3567429e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
159,"[[-403.44687   -271.47195   -253.43039   ...    0.           0.
     0.       ]
 [ 118.57738    109.28528    100.07926   ...    0.           0.
     0.       ]
 [ -22.62226    -52.02249    -56.87158   ...    0.           0.
     0.       ]
 ...
 [  11.709516    12.938305    11.152151  ...    0.           0.
     0.       ]
 [  10.65237     20.308811    17.308115  ...    0.           0.
     0.       ]
 [  -6.2962093   -8.861729   -11.049242  ...    0.           0.
     0.       ]]",Urdu
160,"[[-527.25867   -368.4329    -262.39392   ...    0.           0.
     0.       ]
 [  47.01008     59.783455    56.355873  ...    0.           0.
     0.       ]
 [ -34.613556   -53.318092   -87.25987   ...    0.           0.
     0.       ]
 ...
 [ -15.087837    -5.1760883   12.097763  ...    0.           0.
     0.       ]
 [ -10.990027     3.7286863   15.660574  ...    0.           0.
     0.       ]
 [   2.436893     8.643985    20.418432  ...    0.           0.
     0.       ]]",Urdu
161,"[[-209.7316    -119.269394  -123.180756  ...    0.           0.
     0.       ]
 [  95.09202     78.938354    72.92751   ...    0.           0.
     0.       ]
 [ -49.623955   -64.803116   -67.88826   ...    0.           0.
     0.       ]
 ...
 [  -6.213542   -22.106377   -34.43041   ...    0.           0.
     0.       ]
 [ -17.747616   -19.551489   -18.439499  ...    0.           0.
     0.       ]
 [   0.9966116    5.274778     2.790635  ...    0.           0.
     0.       ]]",Urdu
162,"[[-459.29736   -351.1886    -336.95917   ...    0.           0.
     0.       ]
 [ 138.845      131.56087    112.80945   ...    0.           0.
     0.       ]
 [   7.193262    -4.6811     -10.802813  ...    0.           0.
     0.       ]
 ...
 [ -17.601583   -18.853088   -18.796669  ...    0.           0.
     0.       ]
 [  -1.8652352   -7.6218743  -11.527033  ...    0.           0.
     0.       ]
 [   6.740042    13.603031     7.8358507 ...    0.           0.
     0.       ]]",Urdu
163,"[[-294.43735   -191.39758   -178.03079   ...    0.           0.
     0.       ]
 [ 161.6335     153.15164    129.0592    ...    0.           0.
     0.       ]
 [ -32.370193   -42.9066     -24.821896  ...    0.           0.
     0.       ]
 ...
 [  -1.8576579   -2.3951695   -5.2000866 ...    0.           0.
     0.       ]
 [  -7.3303185   -8.983669    -1.6021391 ...    0.           0.
     0.       ]
 [ -11.591312    -3.157675    -3.2831454 ...    0.           0.
     0.       ]]",Urdu
164,"[[-236.00732    -161.66089    -180.81552    ...    0.
     0.            0.        ]
 [ 119.994194     86.309875     76.09274    ...    0.
     0.            0.        ]
 [  -7.2223244    -6.6934237   -10.51066    ...    0.
     0.            0.        ]
 ...
 [  -4.001914     -4.436078    -11.738487   ...    0.
     0.            0.        ]
 [  16.709501     20.417328     10.623503   ...    0.
     0.            0.        ]
 [   2.9653091    -0.69938576   -6.3162766  ...    0.
     0.            0.        ]]",Urdu
165,"[[-5.0436362e+02 -4.6513431e+02 -4.7124713e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.8558693e+01  1.1124151e+02  1.0433323e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.9530548e+01  5.6263718e+01  5.2049595e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.7023363e+00 -2.9450464e-01  3.9475703e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.2189150e+00 -3.9611030e-01  6.5777105e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.8841734e+00 -1.2256345e+00 -7.8949380e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
166,"[[-564.097     -514.77484   -501.39252   ...    0.           0.
     0.       ]
 [  83.00856    131.4584     136.96143   ...    0.           0.
     0.       ]
 [  67.66458     80.117905    70.06923   ...    0.           0.
     0.       ]
 ...
 [  -3.040691     1.4465921    3.6373162 ...    0.           0.
     0.       ]
 [  -3.9798665   -3.8814483    3.7379186 ...    0.           0.
     0.       ]
 [  -2.7206006   -3.8663604    1.5304484 ...    0.           0.
     0.       ]]",Urdu
167,"[[-4.9660913e+02 -3.9016068e+02 -3.0452548e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3388025e+02  1.4603860e+02  7.6652512e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.6728100e+01  3.9569054e+01  6.1259689e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.3199906e+01  1.5716810e+01  2.1830753e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.1777515e+00  1.4797496e+01  2.0697449e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3667345e-02  5.8794079e+00  1.2662039e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
168,"[[-481.72382    -384.03067    -268.27115    ...    0.
     0.            0.        ]
 [ 172.99179     148.91747     113.203835   ...    0.
     0.            0.        ]
 [  68.43872      38.99646      -2.3730898  ...    0.
     0.            0.        ]
 ...
 [  -1.9325614    -7.918667     -3.3001752  ...    0.
     0.            0.        ]
 [  -0.74792993    1.2391062    -3.4783838  ...    0.
     0.            0.        ]
 [  -0.9434324    -0.900071      1.0986341  ...    0.
     0.            0.        ]]",Urdu
169,"[[-6.6231543e+02 -6.2339911e+02 -5.9637421e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9241898e+01  6.2408943e+01  8.4292343e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.7261692e+01  3.9047649e+01  3.8926292e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.7333326e-01  7.2167792e+00  5.6896420e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.1888700e+00 -2.4739261e+00 -2.3988757e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.1370649e+00 -7.3299823e+00 -9.3384761e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
170,"[[-4.3983344e+02 -3.3983658e+02 -2.4406195e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.2494177e+02  1.5532373e+02  1.4106351e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.7197189e+01  4.6632446e+01 -3.0066576e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.2322142e+00 -1.5217289e+00  5.3612423e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.1464498e-02 -2.6086003e-02  3.8131285e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.2232566e+00 -3.6262603e+00 -6.6983795e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
171,"[[-145.47112    -102.41579    -145.10756    ...    0.
     0.            0.        ]
 [ 108.326965    102.777084    124.04384    ...    0.
     0.            0.        ]
 [ -88.84244     -91.977295    -84.62291    ...    0.
     0.            0.        ]
 ...
 [   4.416374     -3.0778573    -6.4056854  ...    0.
     0.            0.        ]
 [ -22.641666    -20.895073    -12.618271   ...    0.
     0.            0.        ]
 [   0.68093026    2.012236      5.0187798  ...    0.
     0.            0.        ]]",Urdu
172,"[[-5.7432880e+02 -4.6926529e+02 -4.6058783e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6056357e+02  1.6784715e+02  1.5213034e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9572369e+01  5.0858536e+00 -8.8237896e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.0278887e+01 -1.3010630e+01 -1.2059801e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.6752607e+01 -1.6040991e+01 -1.7737679e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.0962067e-01 -6.7813444e+00 -8.3205690e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
173,"[[-4.82087433e+02 -4.05589508e+02 -3.85522614e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.16005249e+02  1.17059738e+02  1.16015274e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.25437107e+01 -1.48941827e+00 -1.63407409e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 5.49335766e+00  6.42514801e+00  7.43371010e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.46992302e+00  2.02232981e+00  2.75917983e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 7.29231834e-02  8.65223312e+00  1.15313482e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Urdu
174,"[[-5.3396991e+02 -4.8570767e+02 -4.8186459e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.8457809e+01  1.2976434e+02  1.2506177e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.2439491e+01  7.7077377e+01  6.8298950e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.5801802e+00  4.2342548e+00  3.2782402e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.7056623e+00  4.9011201e-01  1.5604850e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.6822977e+00 -1.0050898e+01 -6.2580786e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
175,"[[-518.3618    -438.64227   -411.64532   ...    0.           0.
     0.       ]
 [  76.36494    106.93135     86.63931   ...    0.           0.
     0.       ]
 [  17.509401     9.395861    -6.7579517 ...    0.           0.
     0.       ]
 ...
 [  -4.5140314   -8.729595    -2.2952063 ...    0.           0.
     0.       ]
 [  -7.799158    -2.2408183    2.247021  ...    0.           0.
     0.       ]
 [ -21.788326   -13.732426   -15.235212  ...    0.           0.
     0.       ]]",Urdu
176,"[[-476.22964   -359.93976   -322.92233   ...    0.           0.
     0.       ]
 [ 163.17514    161.33746    143.28444   ...    0.           0.
     0.       ]
 [  18.487186    -1.2103443  -25.993874  ...    0.           0.
     0.       ]
 ...
 [ -11.909645   -14.9363     -20.550585  ...    0.           0.
     0.       ]
 [  -5.9245033   -6.2287245  -12.320116  ...    0.           0.
     0.       ]
 [   3.9826527    3.2184727   -4.2448072 ...    0.           0.
     0.       ]]",Urdu
177,"[[-434.58865   -326.58438   -307.71423   ...    0.           0.
     0.       ]
 [ 142.05353    140.13583    127.65956   ...    0.           0.
     0.       ]
 [  46.9838      29.838737    19.941673  ...    0.           0.
     0.       ]
 ...
 [   2.2082696    3.7387025    6.5481606 ...    0.           0.
     0.       ]
 [  19.354334    19.688913    21.07552   ...    0.           0.
     0.       ]
 [  15.853573    20.231796    23.23156   ...    0.           0.
     0.       ]]",Urdu
178,"[[-501.39587   -412.85544   -302.69095   ...    0.           0.
     0.       ]
 [ 156.11613    171.67229    115.35393   ...    0.           0.
     0.       ]
 [  24.880781     0.8101177  -37.0374    ...    0.           0.
     0.       ]
 ...
 [   8.683123    10.21393      7.4111514 ...    0.           0.
     0.       ]
 [   5.7411547   10.42379     -6.722741  ...    0.           0.
     0.       ]
 [  -6.89106     -1.8693417  -18.143185  ...    0.           0.
     0.       ]]",Urdu
179,"[[-368.00653   -265.7401    -279.8578    ...    0.           0.
     0.       ]
 [ 113.298515   122.26156    135.01117   ...    0.           0.
     0.       ]
 [ -54.782906   -60.524403   -56.826256  ...    0.           0.
     0.       ]
 ...
 [  -6.1289773   -4.0236273    4.1370335 ...    0.           0.
     0.       ]
 [  10.905965     1.4344659    3.7093773 ...    0.           0.
     0.       ]
 [  19.052948    15.691282    13.109026  ...    0.           0.
     0.       ]]",Urdu
180,"[[-3.08903381e+02 -2.28439072e+02 -2.51758026e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.75819092e+01  9.63592911e+01  9.66794434e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-2.39877625e+01 -2.00623856e+01 -9.63712788e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 7.03335857e+00  3.03425759e-01 -5.91953230e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.65994048e+00  6.51414156e-01 -2.95087171e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.26001596e+00 -7.15029240e+00 -1.31052065e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Urdu
181,"[[-6.3451001e+02 -4.9940417e+02 -4.6641565e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.8571060e+01  6.4719955e+01  7.2307251e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9178921e+01  1.0618218e+01  7.6452856e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-8.0188684e+00 -6.0552950e+00 -7.0049038e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.8811202e+00  1.1604309e-02 -1.4881968e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.8513331e+00  2.4632194e+00  8.0201709e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
182,"[[-3.60619293e+02 -3.04200073e+02 -2.99731293e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.90238647e+01  3.30415878e+01  5.12830734e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.70954437e+01  3.89574089e+01  1.98155212e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-4.31942177e+00 -5.30460501e+00  8.22495461e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.78014660e+00 -1.22893894e+00  8.51394653e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.04156427e+01  4.29663467e+00  1.11735195e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Urdu
183,"[[-5.4578778e+02 -4.3351703e+02 -3.5690253e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3246060e+02  1.4494327e+02  1.2081888e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.7705307e+01  4.0011723e+01  1.1575823e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.2337816e-01 -5.4484206e-01  7.3380232e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.7522564e+00  1.4721286e+00 -7.3079872e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.1267052e+00  1.9142804e+00  5.7410965e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Urdu
184,"[[-328.13193  -168.37924  -143.74216  ...    0.          0.
     0.      ]
 [ 114.48367    95.20383    71.41243  ...    0.          0.
     0.      ]
 [ -15.945181  -29.998043  -24.975832 ...    0.          0.
     0.      ]
 ...
 [  17.196888   14.577838    8.190468 ...    0.          0.
     0.      ]
 [ -14.622038   -8.957863   -6.159037 ...    0.          0.
     0.      ]
 [ -21.241577  -12.68294    -8.069872 ...    0.          0.
     0.      ]]",Tamil
185,"[[-3.7581833e+02 -2.9068823e+02 -2.4953029e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3118274e+02  1.4326749e+02  1.3728995e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.3524574e+01 -6.0122711e+01 -7.2977371e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 8.8923616e+00  2.7405286e+00 -3.2647724e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.3320799e+00 -2.5047615e-01 -1.1191208e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.6239560e+00 -4.0900035e+00 -2.0677433e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Tamil
186,"[[-4.9967737e+02 -4.6199820e+02 -4.6066516e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.3916523e+01  6.5579872e+01  6.2789497e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.1461828e+01  4.2196255e+01  3.6350494e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.9893243e+00  3.0598783e+00  4.7675782e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.0783477e+00  2.9675159e+00  3.3141069e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.5814326e+00  4.4547424e+00  5.1658802e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Tamil
187,"[[-494.71497 -494.71497 -494.71497 ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",Tamil
188,"[[-4.6479996e+02 -3.9224185e+02 -2.9370233e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.9381847e+00  3.5419182e+01  9.7431686e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.6136522e+00 -1.9418930e+01 -4.7993195e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.6049207e-01  1.6981456e+00  4.0098796e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.1753807e+00 -6.4863005e+00 -8.3553743e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.1639690e+00 -6.5011463e+00 -1.0076865e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Tamil
189,"[[-275.95874   -131.58914   -104.49153   ...    0.           0.
     0.       ]
 [ 128.34064    120.692665   109.2088    ...    0.           0.
     0.       ]
 [ -62.58013    -73.133896   -87.72566   ...    0.           0.
     0.       ]
 ...
 [  -1.355489    -1.8590121   -4.591795  ...    0.           0.
     0.       ]
 [ -23.748728   -15.372433    -8.150342  ...    0.           0.
     0.       ]
 [  -9.309843    -5.2983575   -6.6182804 ...    0.           0.
     0.       ]]",Tamil
190,"[[-200.17905   -134.47906   -155.12839   ...    0.           0.
     0.       ]
 [ 141.96188    118.812225   114.88553   ...    0.           0.
     0.       ]
 [ -34.407204   -47.152927   -48.688683  ...    0.           0.
     0.       ]
 ...
 [   6.950548    12.260037    10.448339  ...    0.           0.
     0.       ]
 [ -11.015102   -13.434148   -11.847923  ...    0.           0.
     0.       ]
 [  -9.532951    -4.2667193    0.7872212 ...    0.           0.
     0.       ]]",Tamil
191,"[[-4.7824548e+02 -4.2520984e+02 -4.2229691e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.7580055e+01  6.3886406e+01  6.8046265e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.4852686e+00  1.4103888e+01  1.8435089e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.9981425e+00 -1.1801844e+01 -1.1223022e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.9607811e-01  3.9034551e-01 -3.7737362e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.6304975e+00  7.2724686e+00  1.5597224e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Tamil
